證券代碼	簡稱	年月日	收盤價(元)	流通在外股數(千股)
Y9998  	TEJ 大盤     	20191126	 11576.8200	   710175634
Y9998  	TEJ 大盤     	20191127	 11647.4600	   709867534
Y9998  	TEJ 大盤     	20191128	 11617.0800	   709879845
Y9998  	TEJ 大盤     	20191129	 11489.5700	   709919187
Y9998  	TEJ 大盤     	20191202	 11502.8300	   711116501
Y9998  	TEJ 大盤     	20191203	 11531.5800	   711116554
Y9998  	TEJ 大盤     	20191204	 11510.4700	   711285618
Y9998  	TEJ 大盤     	20191205	 11594.6500	   710038725
Y9998  	TEJ 大盤     	20191206	 11609.6400	   710041725
Y9998  	TEJ 大盤     	20191209	 11660.7700	   710041785
Y9998  	TEJ 大盤     	20191210	 11627.8400	   710041785
Y9998  	TEJ 大盤     	20191211	 11700.7700	   710041785
Y9998  	TEJ 大盤     	20191212	 11836.4200	   709643778
Y9998  	TEJ 大盤     	20191213	 11927.7300	   709655778
Y9998  	TEJ 大盤     	20191216	 11939.7700	   709998950
Y9998  	TEJ 大盤     	20191217	 12097.0100	   709998950
Y9998  	TEJ 大盤     	20191218	 12122.4500	   710000958
Y9998  	TEJ 大盤     	20191219	 12018.9000	   710002512
Y9998  	TEJ 大盤     	20191220	 11959.0800	   710001606
Y9998  	TEJ 大盤     	20191223	 12022.2300	   710001606
Y9998  	TEJ 大盤     	20191224	 11976.3800	   710001641
Y9998  	TEJ 大盤     	20191225	 12008.1300	   710034641
Y9998  	TEJ 大盤     	20191226	 12001.0100	   710034641
Y9998  	TEJ 大盤     	20191227	 12091.5900	   710034531
Y9998  	TEJ 大盤     	20191230	 12053.3700	   710034534
Y9998  	TEJ 大盤     	20191231	 11997.1400	   710120773
Y9998  	TEJ 大盤     	20200102	 12100.4800	   711169499
Y9998  	TEJ 大盤     	20200103	 12110.4300	   711168401
Y9998  	TEJ 大盤     	20200106	 11953.3600	   711167736
Y9998  	TEJ 大盤     	20200107	 11880.3200	   711167753
Y9998  	TEJ 大盤     	20200108	 11817.1000	   711169580
Y9998  	TEJ 大盤     	20200109	 11970.6300	   705422518
Y9998  	TEJ 大盤     	20200110	 12024.6500	   705872518
Y9998  	TEJ 大盤     	20200113	 12113.4200	   705872518
Y9998  	TEJ 大盤     	20200114	 12179.8100	   705872518
Y9998  	TEJ 大盤     	20200115	 12091.8800	   705872853
Y9998  	TEJ 大盤     	20200116	 12066.9300	   705876453
Y9998  	TEJ 大盤     	20200117	 12090.2900	   705876453
Y9998  	TEJ 大盤     	20200120	 12118.7100	   705876453
Y9998  	TEJ 大盤     	20200130	 11421.7400	   705876453
Y9998  	TEJ 大盤     	20200131	 11495.1000	   705763471
Y9998  	TEJ 大盤     	20200203	 11354.9200	   708263162
Y9998  	TEJ 大盤     	20200204	 11555.9200	   708263138
Y9998  	TEJ 大盤     	20200205	 11573.6200	   708259638
Y9998  	TEJ 大盤     	20200206	 11749.6800	   707988769
Y9998  	TEJ 大盤     	20200207	 11612.8100	   707988726
Y9998  	TEJ 大盤     	20200210	 11574.0700	   707988726
Y9998  	TEJ 大盤     	20200211	 11664.0400	   707988626
Y9998  	TEJ 大盤     	20200212	 11774.1900	   707980908
Y9998  	TEJ 大盤     	20200213	 11791.7800	   708010912
Y9998  	TEJ 大盤     	20200214	 11815.7000	   708010912
Y9998  	TEJ 大盤     	20200217	 11763.5100	   708010894
Y9998  	TEJ 大盤     	20200218	 11648.9800	   708010894
Y9998  	TEJ 大盤     	20200219	 11758.8400	   708010922
Y9998  	TEJ 大盤     	20200220	 11725.0900	   708010922
Y9998  	TEJ 大盤     	20200221	 11686.3500	   708010922
Y9998  	TEJ 大盤     	20200224	 11534.8700	   708010917
Y9998  	TEJ 大盤     	20200225	 11540.2300	   708010917
Y9998  	TEJ 大盤     	20200226	 11433.6200	   708010917
Y9998  	TEJ 大盤     	20200227	 11292.1700	   708067978
Y9998  	TEJ 大盤     	20200302	 11170.4600	   712156841
Y9998  	TEJ 大盤     	20200303	 11327.7200	   712156841
Y9998  	TEJ 大盤     	20200304	 11392.3500	   712190841
Y9998  	TEJ 大盤     	20200305	 11514.8200	   712230141
Y9998  	TEJ 大盤     	20200306	 11321.8100	   712230141
Y9998  	TEJ 大盤     	20200309	 10977.6400	   712230141
Y9998  	TEJ 大盤     	20200310	 11003.5400	   712268347
Y9998  	TEJ 大盤     	20200311	 10893.7500	   712272677
Y9998  	TEJ 大盤     	20200312	 10422.3200	   712386167
Y9998  	TEJ 大盤     	20200313	 10128.8700	   712386167
Y9998  	TEJ 大盤     	20200316	  9717.7700	   712386127
Y9998  	TEJ 大盤     	20200317	  9439.6300	   712085063
Y9998  	TEJ 大盤     	20200318	  9218.6700	   712084357
Y9998  	TEJ 大盤     	20200319	  8681.3400	   712084357
Y9998  	TEJ 大盤     	20200320	  9234.0900	   712083357
Y9998  	TEJ 大盤     	20200323	  8890.0300	   712083350
Y9998  	TEJ 大盤     	20200324	  9285.6200	   712113380
Y9998  	TEJ 大盤     	20200325	  9644.7500	   712113326
Y9998  	TEJ 大盤     	20200326	  9736.3600	   712111526
Y9998  	TEJ 大盤     	20200327	  9698.9200	   712111068
Y9998  	TEJ 大盤     	20200330	  9629.4300	   712113068
Y9998  	TEJ 大盤     	20200331	  9708.0600	   712586050
Y9998  	TEJ 大盤     	20200401	  9663.6300	   712776171
Y9998  	TEJ 大盤     	20200406	  9818.7400	   712776271
Y9998  	TEJ 大盤     	20200407	  9996.3900	   713050828
Y9998  	TEJ 大盤     	20200408	 10137.4700	   713058380
Y9998  	TEJ 大盤     	20200409	 10119.4300	   713062931
Y9998  	TEJ 大盤     	20200410	 10157.6100	   713062947
Y9998  	TEJ 大盤     	20200413	 10099.2200	   713086953
Y9998  	TEJ 大盤     	20200414	 10332.9400	   713086953
Y9998  	TEJ 大盤     	20200415	 10447.2100	   713087327
Y9998  	TEJ 大盤     	20200416	 10375.4800	   713087328
Y9998  	TEJ 大盤     	20200417	 10597.0400	   713507089
Y9998  	TEJ 大盤     	20200420	 10586.7100	   713570489
Y9998  	TEJ 大盤     	20200421	 10288.4200	   713750489
Y9998  	TEJ 大盤     	20200422	 10307.7400	   713750674
Y9998  	TEJ 大盤     	20200423	 10366.5100	   713792674
Y9998  	TEJ 大盤     	20200424	 10347.3600	   713792674
Y9998  	TEJ 大盤     	20200427	 10567.2700	   713792168
Y9998  	TEJ 大盤     	20200428	 10616.0600	   713790973
Y9998  	TEJ 大盤     	20200429	 10772.2200	   713790838
Y9998  	TEJ 大盤     	20200430	 10992.1400	   713799837
Y9998  	TEJ 大盤     	20200504	 10720.4800	   713833736
Y9998  	TEJ 大盤     	20200505	 10774.6100	   713833662
Y9998  	TEJ 大盤     	20200506	 10774.9800	   713833657
Y9998  	TEJ 大盤     	20200507	 10842.9200	   713833657
Y9998  	TEJ 大盤     	20200508	 10901.4200	   713829393
Y9998  	TEJ 大盤     	20200511	 11013.2600	   713823526
Y9998  	TEJ 大盤     	20200512	 10879.4700	   713823493
Y9998  	TEJ 大盤     	20200513	 10938.2700	   713822961
Y9998  	TEJ 大盤     	20200514	 10780.8800	   713819961
Y9998  	TEJ 大盤     	20200515	 10814.9200	   713819942
Y9998  	TEJ 大盤     	20200518	 10740.5500	   713820042
Y9998  	TEJ 大盤     	20200519	 10860.4400	   713820042
Y9998  	TEJ 大盤     	20200520	 10907.8000	   713319979
Y9998  	TEJ 大盤     	20200521	 11008.3100	   713319728
Y9998  	TEJ 大盤     	20200522	 10811.1500	   713319728
Y9998  	TEJ 大盤     	20200525	 10871.1800	   713319728
Y9998  	TEJ 大盤     	20200526	 10997.2100	   712917728
Y9998  	TEJ 大盤     	20200527	 11014.6600	   712917728
Y9998  	TEJ 大盤     	20200528	 10944.1900	   712947728
Y9998  	TEJ 大盤     	20200529	 10942.1600	   712951176
Y9998  	TEJ 大盤     	20200601	 11079.0200	   712951610
Y9998  	TEJ 大盤     	20200602	 11127.9300	   712991610
Y9998  	TEJ 大盤     	20200603	 11320.1600	   712995170
Y9998  	TEJ 大盤     	20200604	 11393.2300	   712995138
Y9998  	TEJ 大盤     	20200605	 11479.4000	   712995138
Y9998  	TEJ 大盤     	20200608	 11610.3200	   712995138
Y9998  	TEJ 大盤     	20200609	 11637.1100	   712995138
Y9998  	TEJ 大盤     	20200610	 11720.1600	   713075299
Y9998  	TEJ 大盤     	20200611	 11535.7700	   713075299
Y9998  	TEJ 大盤     	20200612	 11429.9400	   713067630
Y9998  	TEJ 大盤     	20200615	 11306.2600	   713069556
Y9998  	TEJ 大盤     	20200616	 11511.6400	   713070264
Y9998  	TEJ 大盤     	20200617	 11534.5900	   713069613
Y9998  	TEJ 大盤     	20200618	 11548.3300	   713068138
Y9998  	TEJ 大盤     	20200619	 11549.8600	   713129428
Y9998  	TEJ 大盤     	20200622	 11572.9300	   713154461
Y9998  	TEJ 大盤     	20200623	 11612.3600	   713182701
Y9998  	TEJ 大盤     	20200624	 11660.6700	   713146937
Y9998  	TEJ 大盤     	20200629	 11542.6200	   713136676
Y9998  	TEJ 大盤     	20200630	 11621.2400	   713606940
Y9998  	TEJ 大盤     	20200701	 11703.4200	   713682717
Y9998  	TEJ 大盤     	20200702	 11805.1400	   711341780
Y9998  	TEJ 大盤     	20200703	 11909.1600	   711336780
Y9998  	TEJ 大盤     	20200706	 12116.7000	   711354536
Y9998  	TEJ 大盤     	20200707	 12092.9700	   711354971
Y9998  	TEJ 大盤     	20200708	 12170.1900	   711369917
Y9998  	TEJ 大盤     	20200709	 12192.6900	   711389295
Y9998  	TEJ 大盤     	20200710	 12073.6800	   711389295
Y9998  	TEJ 大盤     	20200713	 12211.5600	   711415712
Y9998  	TEJ 大盤     	20200714	 12209.0100	   711544986
Y9998  	TEJ 大盤     	20200715	 12202.8500	   711569662
Y9998  	TEJ 大盤     	20200716	 12157.7400	   711569662
Y9998  	TEJ 大盤     	20200717	 12181.5600	   711573236
Y9998  	TEJ 大盤     	20200720	 12174.5400	   711584597
Y9998  	TEJ 大盤     	20200721	 12397.5500	   711590863
Y9998  	TEJ 大盤     	20200722	 12473.2700	   711947462
Y9998  	TEJ 大盤     	20200723	 12413.0400	   712230211
Y9998  	TEJ 大盤     	20200724	 12304.0400	   712232061
Y9998  	TEJ 大盤     	20200727	 12588.3000	   712199206
Y9998  	TEJ 大盤     	20200728	 12586.7300	   713181811
Y9998  	TEJ 大盤     	20200729	 12540.9700	   713181772
Y9998  	TEJ 大盤     	20200730	 12722.9200	   713181772
Y9998  	TEJ 大盤     	20200731	 12664.8000	   713333669
Y9998  	TEJ 大盤     	20200803	 12513.0300	   713413833
Y9998  	TEJ 大盤     	20200804	 12709.9200	   713445046
Y9998  	TEJ 大盤     	20200805	 12802.3000	   713488755
Y9998  	TEJ 大盤     	20200806	 12913.5000	   713230812
Y9998  	TEJ 大盤     	20200807	 12828.8700	   713599424
Y9998  	TEJ 大盤     	20200810	 12894.0000	   713484845
Y9998  	TEJ 大盤     	20200811	 12780.1900	   714141064
Y9998  	TEJ 大盤     	20200812	 12670.3500	   715032031
Y9998  	TEJ 大盤     	20200813	 12763.1300	   715725174
Y9998  	TEJ 大盤     	20200814	 12795.4600	   715706162
Y9998  	TEJ 大盤     	20200817	 12956.1100	   716171843
Y9998  	TEJ 大盤     	20200818	 12872.1400	   716319716
Y9998  	TEJ 大盤     	20200819	 12778.6400	   716839463
Y9998  	TEJ 大盤     	20200820	 12362.6400	   716839537
Y9998  	TEJ 大盤     	20200821	 12607.8400	   716839514
Y9998  	TEJ 大盤     	20200824	 12647.1300	   716839529
Y9998  	TEJ 大盤     	20200825	 12758.2500	   716886263
Y9998  	TEJ 大盤     	20200826	 12833.2900	   717082804
Y9998  	TEJ 大盤     	20200827	 12797.3100	   717137809
Y9998  	TEJ 大盤     	20200828	 12728.8500	   717134809
Y9998  	TEJ 大盤     	20200831	 12591.4500	   717266639
Y9998  	TEJ 大盤     	20200901	 12703.2800	   717356787
Y9998  	TEJ 大盤     	20200902	 12699.5000	   717394750
Y9998  	TEJ 大盤     	20200903	 12757.9700	   717397082
Y9998  	TEJ 大盤     	20200904	 12637.9500	   717396243
Y9998  	TEJ 大盤     	20200907	 12601.4000	   717396295
Y9998  	TEJ 大盤     	20200908	 12663.5600	   717396295
Y9998  	TEJ 大盤     	20200909	 12608.5800	   717404587
Y9998  	TEJ 大盤     	20200910	 12691.7500	   716888706
Y9998  	TEJ 大盤     	20200911	 12675.9500	   717263886
Y9998  	TEJ 大盤     	20200914	 12787.8200	   717254470
Y9998  	TEJ 大盤     	20200915	 12845.6500	   717263981
Y9998  	TEJ 大盤     	20200916	 12976.7600	   717058084
Y9998  	TEJ 大盤     	20200917	 12872.7400	   716898575
Y9998  	TEJ 大盤     	20200918	 12875.6200	   716898575
Y9998  	TEJ 大盤     	20200921	 12795.1200	   716898678
Y9998  	TEJ 大盤     	20200922	 12645.5100	   716903678
Y9998  	TEJ 大盤     	20200923	 12583.8800	   716981383
Y9998  	TEJ 大盤     	20200924	 12264.3800	   716958343
Y9998  	TEJ 大盤     	20200925	 12232.9100	   717274690
Y9998  	TEJ 大盤     	20200928	 12462.7600	   717277702
Y9998  	TEJ 大盤     	20200929	 12467.7300	   715993544
Y9998  	TEJ 大盤     	20200930	 12515.6100	   716256391
Y9998  	TEJ 大盤     	20201005	 12548.2800	   717182137
Y9998  	TEJ 大盤     	20201006	 12704.2300	   717231786
Y9998  	TEJ 大盤     	20201007	 12746.3700	   714280057
Y9998  	TEJ 大盤     	20201008	 12887.1900	   714280062
Y9998  	TEJ 大盤     	20201012	 12955.9100	   714280064
Y9998  	TEJ 大盤     	20201013	 12947.1300	   714282568
Y9998  	TEJ 大盤     	20201014	 12919.3100	   714282568
Y9998  	TEJ 大盤     	20201015	 12827.8200	   713784557
Y9998  	TEJ 大盤     	20201016	 12750.3700	   713783057
Y9998  	TEJ 大盤     	20201019	 12908.3400	   713783057
Y9998  	TEJ 大盤     	20201020	 12862.3700	   713783057
Y9998  	TEJ 大盤     	20201021	 12877.2500	   713783057
Y9998  	TEJ 大盤     	20201022	 12917.0300	   713489690
Y9998  	TEJ 大盤     	20201023	 12898.8200	   715734726
Y9998  	TEJ 大盤     	20201026	 12909.0300	   715754726
Y9998  	TEJ 大盤     	20201027	 12875.0100	   715754728
Y9998  	TEJ 大盤     	20201028	 12793.7500	   715834796
Y9998  	TEJ 大盤     	20201029	 12662.9100	   715841791
Y9998  	TEJ 大盤     	20201030	 12546.3400	   716233470
Y9998  	TEJ 大盤     	20201102	 12591.3100	   716719293
Y9998  	TEJ 大盤     	20201103	 12736.0100	   716969362
Y9998  	TEJ 大盤     	20201104	 12867.9000	   717013105
Y9998  	TEJ 大盤     	20201105	 12918.8000	   717083086
Y9998  	TEJ 大盤     	20201106	 12973.5300	   717084119
Y9998  	TEJ 大盤     	20201109	 13127.4700	   717079007
Y9998  	TEJ 大盤     	20201110	 13081.7200	   717079477
Y9998  	TEJ 大盤     	20201111	 13262.1900	   717146109
Y9998  	TEJ 大盤     	20201112	 13221.7800	   717014522
Y9998  	TEJ 大盤     	20201113	 13273.3300	   717014364
Y9998  	TEJ 大盤     	20201116	 13551.8300	   717251640
Y9998  	TEJ 大盤     	20201117	 13593.0100	   717252468
Y9998  	TEJ 大盤     	20201118	 13773.2900	   717252468
Y9998  	TEJ 大盤     	20201119	 13722.4300	   716962551
Y9998  	TEJ 大盤     	20201120	 13716.4400	   716962669
Y9998  	TEJ 大盤     	20201123	 13878.0100	   716964709
Y9998  	TEJ 大盤     	20201124	 13807.1300	   716688742
Y9998  	TEJ 大盤     	20201125	 13738.8300	   716736416
Y9998  	TEJ 大盤     	20201126	 13845.6600	   716736428
Y9998  	TEJ 大盤     	20201127	 13867.0900	   716736529
Y9998  	TEJ 大盤     	20201130	 13722.8900	   717125232
Y9998  	TEJ 大盤     	20201201	 13885.6700	   720625753
Y9998  	TEJ 大盤     	20201202	 13989.1400	   720626810
Y9998  	TEJ 大盤     	20201203	 13977.0900	   719873240
Y9998  	TEJ 大盤     	20201204	 14132.4400	   719873190
Y9998  	TEJ 大盤     	20201207	 14256.6000	   719621443
Y9998  	TEJ 大盤     	20201208	 14360.4000	   719682340
Y9998  	TEJ 大盤     	20201209	 14390.1400	   719685640
Y9998  	TEJ 大盤     	20201210	 14249.4900	   719689486
Y9998  	TEJ 大盤     	20201211	 14261.6900	   719689469
Y9998  	TEJ 大盤     	20201214	 14211.0500	   719714469
Y9998  	TEJ 大盤     	20201215	 14068.5200	   719719268
Y9998  	TEJ 大盤     	20201216	 14304.4600	   719724240
Y9998  	TEJ 大盤     	20201217	 14258.9300	   719724290
Y9998  	TEJ 大盤     	20201218	 14249.9600	   719724290
Y9998  	TEJ 大盤     	20201221	 14384.9600	   719723703
Y9998  	TEJ 大盤     	20201222	 14177.4600	   719723703
Y9998  	TEJ 大盤     	20201223	 14223.0900	   719804880
Y9998  	TEJ 大盤     	20201224	 14280.2800	   717504680
Y9998  	TEJ 大盤     	20201225	 14331.4200	   717503037
Y9998  	TEJ 大盤     	20201228	 14483.0700	   717503041
Y9998  	TEJ 大盤     	20201229	 14472.0500	   717503041
Y9998  	TEJ 大盤     	20201230	 14687.7000	   717503687
Y9998  	TEJ 大盤     	20201231	 14732.5300	   718170018
Y9998  	TEJ 大盤     	20210104	 14902.0300	   718988529
Y9998  	TEJ 大盤     	20210105	 15000.0300	   719021550
Y9998  	TEJ 大盤     	20210106	 14983.1300	   720084921
Y9998  	TEJ 大盤     	20210107	 15214.0000	   719357669
Y9998  	TEJ 大盤     	20210108	 15463.9500	   719357669
Y9998  	TEJ 大盤     	20210111	 15557.3000	   719357817
Y9998  	TEJ 大盤     	20210112	 15500.7000	   719225807
Y9998  	TEJ 大盤     	20210113	 15769.9800	   719279152
Y9998  	TEJ 大盤     	20210114	 15707.1900	   719279152
Y9998  	TEJ 大盤     	20210115	 15616.3900	   719279035
Y9998  	TEJ 大盤     	20210118	 15612.0000	   719293878
Y9998  	TEJ 大盤     	20210119	 15877.3700	   719354193
Y9998  	TEJ 大盤     	20210120	 15806.1800	   719342348
Y9998  	TEJ 大盤     	20210121	 16153.7700	   719345888
Y9998  	TEJ 大盤     	20210122	 16019.0300	   719345888
Y9998  	TEJ 大盤     	20210125	 15946.5400	   719363507
Y9998  	TEJ 大盤     	20210126	 15658.8500	   719363392
Y9998  	TEJ 大盤     	20210127	 15701.4500	   719594007
Y9998  	TEJ 大盤     	20210128	 15415.8800	   719371659
Y9998  	TEJ 大盤     	20210129	 15138.3100	   719624445
Y9998  	TEJ 大盤     	20210201	 15410.0900	   720460101
Y9998  	TEJ 大盤     	20210202	 15760.0500	   720467101
Y9998  	TEJ 大盤     	20210203	 15771.3200	   720472101
Y9998  	TEJ 大盤     	20210204	 15706.2200	   720472694
Y9998  	TEJ 大盤     	20210205	 15802.4000	   720472694
Y9998  	TEJ 大盤     	20210217	 16362.2900	   720569357
Y9998  	TEJ 大盤     	20210218	 16424.5100	   720570499
Y9998  	TEJ 大盤     	20210219	 16341.3800	   720570554
Y9998  	TEJ 大盤     	20210222	 16410.1600	   720570554
Y9998  	TEJ 大盤     	20210223	 16443.4000	   720572220
Y9998  	TEJ 大盤     	20210224	 16212.5300	   720576579
Y9998  	TEJ 大盤     	20210225	 16452.1800	   720590334
Y9998  	TEJ 大盤     	20210226	 15953.8000	   721261134
Y9998  	TEJ 大盤     	20210302	 15946.8800	   722012630
Y9998  	TEJ 大盤     	20210303	 16211.7300	   722028647
Y9998  	TEJ 大盤     	20210304	 15906.4100	   722028647
Y9998  	TEJ 大盤     	20210305	 15855.2300	   722019288
Y9998  	TEJ 大盤     	20210308	 15820.1100	   722019322
Y9998  	TEJ 大盤     	20210309	 15853.0900	   722019322
Y9998  	TEJ 大盤     	20210310	 15911.6700	   722082341
Y9998  	TEJ 大盤     	20210311	 16179.5600	   722082341
Y9998  	TEJ 大盤     	20210312	 16255.1800	   722083497
Y9998  	TEJ 大盤     	20210315	 16249.3300	   722082830
Y9998  	TEJ 大盤     	20210316	 16313.1600	   722082667
Y9998  	TEJ 大盤     	20210317	 16215.8200	   722083091
Y9998  	TEJ 大盤     	20210318	 16287.8400	   721642523
Y9998  	TEJ 大盤     	20210319	 16070.2400	   721540335
Y9998  	TEJ 大盤     	20210322	 16189.2200	   721509272
Y9998  	TEJ 大盤     	20210323	 16177.5900	   721568525
Y9998  	TEJ 大盤     	20210324	 16032.1200	   721607034
Y9998  	TEJ 大盤     	20210325	 16060.1400	   721605849
Y9998  	TEJ 大盤     	20210326	 16305.8800	   721605948
Y9998  	TEJ 大盤     	20210329	 16475.9700	   721617044
Y9998  	TEJ 大盤     	20210330	 16554.9000	   721617044
Y9998  	TEJ 大盤     	20210331	 16431.1300	   722052643
Y9998  	TEJ 大盤     	20210401	 16571.2800	   722239588
Y9998  	TEJ 大盤     	20210406	 16739.8700	   722229588
Y9998  	TEJ 大盤     	20210407	 16815.3600	   721619059
Y9998  	TEJ 大盤     	20210408	 16926.4400	   721257216
Y9998  	TEJ 大盤     	20210409	 16854.1000	   721260612
Y9998  	TEJ 大盤     	20210412	 16859.7000	   721260612
Y9998  	TEJ 大盤     	20210413	 16824.9100	   721260612
Y9998  	TEJ 大盤     	20210414	 16865.9700	   721260612
Y9998  	TEJ 大盤     	20210415	 17076.7300	   721270380
Y9998  	TEJ 大盤     	20210416	 17158.8100	   721272908
Y9998  	TEJ 大盤     	20210419	 17263.2800	   721272908
Y9998  	TEJ 大盤     	20210420	 17323.8700	   721276817
Y9998  	TEJ 大盤     	20210421	 17202.1100	   721294334
Y9998  	TEJ 大盤     	20210422	 17096.9700	   721344334
Y9998  	TEJ 大盤     	20210423	 17300.2700	   721374334
Y9998  	TEJ 大盤     	20210426	 17572.2900	   721374334
Y9998  	TEJ 大盤     	20210427	 17595.9000	   721379051
Y9998  	TEJ 大盤     	20210428	 17567.5300	   721378927
Y9998  	TEJ 大盤     	20210429	 17566.6600	   721759992
Y9998  	TEJ 大盤     	20210503	 17222.3500	   722263024
Y9998  	TEJ 大盤     	20210504	 16933.7800	   722438563
Y9998  	TEJ 大盤     	20210505	 16843.4400	   722444138
Y9998  	TEJ 大盤     	20210506	 16994.3600	   722444028
Y9998  	TEJ 大盤     	20210507	 17285.0000	   722444028
Y9998  	TEJ 大盤     	20210510	 17235.6100	   722444022
Y9998  	TEJ 大盤     	20210511	 16583.1300	   722480928
Y9998  	TEJ 大盤     	20210512	 15902.3700	   722480675
Y9998  	TEJ 大盤     	20210513	 15670.1000	   722569893
Y9998  	TEJ 大盤     	20210514	 15827.0900	   722569813
Y9998  	TEJ 大盤     	20210517	 15353.8900	   722571040
Y9998  	TEJ 大盤     	20210518	 16145.9800	   722571130
Y9998  	TEJ 大盤     	20210519	 16132.6600	   722571130
Y9998  	TEJ 大盤     	20210520	 16042.3600	   722571130
Y9998  	TEJ 大盤     	20210521	 16302.0600	   722578769
Y9998  	TEJ 大盤     	20210524	 16338.2900	   722578769
Y9998  	TEJ 大盤     	20210525	 16595.6700	   722578200
Y9998  	TEJ 大盤     	20210526	 16643.6900	   722578200
Y9998  	TEJ 大盤     	20210527	 16601.6100	   722577425
Y9998  	TEJ 大盤     	20210528	 16870.8600	   722577425
Y9998  	TEJ 大盤     	20210531	 17068.4300	   722620547
Y9998  	TEJ 大盤     	20210601	 17162.3800	   723557354
Y9998  	TEJ 大盤     	20210602	 17165.0400	   723558947
Y9998  	TEJ 大盤     	20210603	 17246.1600	   723558947
Y9998  	TEJ 大盤     	20210604	 17147.4100	   723560234
Y9998  	TEJ 大盤     	20210607	 17083.9100	   723560234
Y9998  	TEJ 大盤     	20210608	 17076.2100	   723550234
Y9998  	TEJ 大盤     	20210609	 16966.2200	   723550304
Y9998  	TEJ 大盤     	20210610	 17159.2200	   723550198
Y9998  	TEJ 大盤     	20210611	 17213.5200	   723557898
Y9998  	TEJ 大盤     	20210615	 17371.2900	   723558643
Y9998  	TEJ 大盤     	20210616	 17307.8600	   723578643
Y9998  	TEJ 大盤     	20210617	 17390.6100	   723578643
Y9998  	TEJ 大盤     	20210618	 17318.5400	   723581071
Y9998  	TEJ 大盤     	20210621	 17062.9800	   723581086
Y9998  	TEJ 大盤     	20210622	 17075.5500	   723582354
Y9998  	TEJ 大盤     	20210623	 17336.7100	   723582354
Y9998  	TEJ 大盤     	20210624	 17407.9600	   723582404
Y9998  	TEJ 大盤     	20210625	 17502.9900	   723610404
Y9998  	TEJ 大盤     	20210628	 17590.9700	   723615762
Y9998  	TEJ 大盤     	20210629	 17598.1900	   723619937
Y9998  	TEJ 大盤     	20210630	 17755.4600	   723640954
Y9998  	TEJ 大盤     	20210701	 17713.9400	   723671076
Y9998  	TEJ 大盤     	20210702	 17710.1500	   723671076
Y9998  	TEJ 大盤     	20210705	 17919.3300	   723843089
Y9998  	TEJ 大盤     	20210706	 17913.0700	   723845495
Y9998  	TEJ 大盤     	20210707	 17850.6900	   723846311
Y9998  	TEJ 大盤     	20210708	 17866.0900	   723846311
Y9998  	TEJ 大盤     	20210709	 17661.4800	   723846726
Y9998  	TEJ 大盤     	20210712	 17814.3300	   723846702
Y9998  	TEJ 大盤     	20210713	 17847.5200	   723846719
Y9998  	TEJ 大盤     	20210714	 17845.7500	   724038336
Y9998  	TEJ 大盤     	20210715	 18034.1900	   724087560
Y9998  	TEJ 大盤     	20210716	 17895.2500	   724118246
Y9998  	TEJ 大盤     	20210719	 17789.2500	   724168246
Y9998  	TEJ 大盤     	20210720	 17528.7400	   724169180
Y9998  	TEJ 大盤     	20210721	 17458.7900	   724169180
Y9998  	TEJ 大盤     	20210722	 17572.3300	   724169180
Y9998  	TEJ 大盤     	20210723	 17572.9200	   724169307
Y9998  	TEJ 大盤     	20210726	 17403.5600	   724169307
Y9998  	TEJ 大盤     	20210727	 17269.8700	   724169264
Y9998  	TEJ 大盤     	20210728	 17135.2200	   724192052
Y9998  	TEJ 大盤     	20210729	 17402.8100	   722527001
Y9998  	TEJ 大盤     	20210730	 17247.4100	   722760788
Y9998  	TEJ 大盤     	20210802	 17503.2800	   722760788
Y9998  	TEJ 大盤     	20210803	 17553.7600	   722803749
Y9998  	TEJ 大盤     	20210804	 17623.8900	   722833135
Y9998  	TEJ 大盤     	20210805	 17603.1200	   722901953
Y9998  	TEJ 大盤     	20210806	 17526.2800	   722918487
Y9998  	TEJ 大盤     	20210809	 17485.1500	   722965954
Y9998  	TEJ 大盤     	20210810	 17323.6400	   722978687
Y9998  	TEJ 大盤     	20210811	 17227.1800	   722988108
Y9998  	TEJ 大盤     	20210812	 17219.9400	   722988033
Y9998  	TEJ 大盤     	20210813	 16982.1100	   723051131
Y9998  	TEJ 大盤     	20210816	 16858.7700	   723053490
Y9998  	TEJ 大盤     	20210817	 16661.3600	   723059749
Y9998  	TEJ 大盤     	20210818	 16826.2700	   723068582
Y9998  	TEJ 大盤     	20210819	 16375.4000	   723392997
Y9998  	TEJ 大盤     	20210820	 16341.9400	   723420503
Y9998  	TEJ 大盤     	20210823	 16741.8400	   723461486
Y9998  	TEJ 大盤     	20210824	 16818.7300	   723537511
Y9998  	TEJ 大盤     	20210825	 17045.8600	   723736419
Y9998  	TEJ 大盤     	20210826	 17066.9600	   723958475
Y9998  	TEJ 大盤     	20210827	 17209.9300	   723979924
Y9998  	TEJ 大盤     	20210830	 17396.5200	   723990865
Y9998  	TEJ 大盤     	20210831	 17490.2900	   725325331
Y9998  	TEJ 大盤     	20210901	 17473.9900	   726241492
Y9998  	TEJ 大盤     	20210902	 17319.7600	   726336136
Y9998  	TEJ 大盤     	20210903	 17516.9200	   726348648
Y9998  	TEJ 大盤     	20210906	 17495.3000	   727972997
Y9998  	TEJ 大盤     	20210907	 17428.8700	   729147603
